SymbC1.scaffold8227.3,AK812_SmicGene25788,,
SymbC1.scaffold629.11,AK812_SmicGene25898,,
SymbC1.scaffold10104.3,AK812_SmicGene26211,,
SymbC1.scaffold1731.2,AK812_SmicGene26829,,
SymbC1.scaffold6864.1,AK812_SmicGene26895,,
SymbC1.scaffold3638.3,AK812_SmicGene26898,,
SymbC1.scaffold21891.1,AK812_SmicGene28,,
SymbC1.scaffold2796.5,AK812_SmicGene28199,,
SymbC1.scaffold3825.3,AK812_SmicGene28286,,
SymbC1.scaffold1707.5,AK812_SmicGene28609,,
SymbC1.scaffold1622.3,AK812_SmicGene28881,,
SymbC1.scaffold5901.1,AK812_SmicGene28950,,
SymbC1.scaffold12135.1,AK812_SmicGene29814,,
SymbC1.scaffold3729.8,AK812_SmicGene29927,,
SymbC1.scaffold1210.2,AK812_SmicGene30020,,
SymbC1.scaffold1218.1,AK812_SmicGene30278,,
SymbC1.scaffold4439.8,AK812_SmicGene30486,,
SymbC1.scaffold1111.3,AK812_SmicGene31214,,
SymbC1.scaffold4338.2,AK812_SmicGene31214,,
SymbC1.scaffold930.8,AK812_SmicGene31484,,
SymbC1.scaffold2924.4,AK812_SmicGene31537,,
SymbC1.scaffold1974.2,AK812_SmicGene31550,,
SymbC1.scaffold2662.1,AK812_SmicGene31628,,
SymbC1.scaffold5738.1,AK812_SmicGene31801,,
SymbC1.scaffold6133.3,AK812_SmicGene32143,,
SymbC1.scaffold4088.9,AK812_SmicGene32175,,
SymbC1.scaffold5790.1,AK812_SmicGene32534,,
SymbC1.scaffold1759.1,AK812_SmicGene33142,,
SymbC1.scaffold2935.1,AK812_SmicGene33164,,
SymbC1.scaffold5548.5,AK812_SmicGene33715,,
SymbC1.scaffold10265.2,AK812_SmicGene33896,,
SymbC1.scaffold5963.5,AK812_SmicGene34204,,
SymbC1.scaffold13192.2,AK812_SmicGene34441,,
SymbC1.scaffold5431.5,AK812_SmicGene34649,,
SymbC1.scaffold344.6,AK812_SmicGene34664,,
SymbC1.scaffold64.7,AK812_SmicGene34941,,
SymbC1.scaffold2034.5,AK812_SmicGene3557,,
SymbC1.scaffold3975.5,AK812_SmicGene35803,,
SymbC1.scaffold5548.2,AK812_SmicGene36,,
SymbC1.scaffold6687.1,AK812_SmicGene36189,,
SymbC1.scaffold11040.1,AK812_SmicGene36363,,
SymbC1.scaffold5431.1,AK812_SmicGene36391,,
SymbC1.scaffold6813.2,AK812_SmicGene36418,,
SymbC1.scaffold2169.1,AK812_SmicGene37141,,
SymbC1.scaffold14812.1,AK812_SmicGene37382,,
SymbC1.scaffold10709.1,AK812_SmicGene37828,,
SymbC1.scaffold3742.4,AK812_SmicGene37828,,
SymbC1.scaffold2606.4,AK812_SmicGene37972,,
SymbC1.scaffold5801.6,AK812_SmicGene38714,,
SymbC1.scaffold6648.4,AK812_SmicGene38747,,
SymbC1.scaffold826.1,AK812_SmicGene39686,,
SymbC1.scaffold1503.8,AK812_SmicGene39795,,
SymbC1.scaffold7908.2,AK812_SmicGene39947,,
SymbC1.scaffold3349.3,AK812_SmicGene40181,,
SymbC1.scaffold3349.4,AK812_SmicGene40181,,
SymbC1.scaffold3334.4,AK812_SmicGene40583,,
SymbC1.scaffold5811.3,AK812_SmicGene40583,,
SymbC1.scaffold8687.3,AK812_SmicGene41491,,
SymbC1.scaffold3874.2,AK812_SmicGene41645,,
SymbC1.scaffold4115.1,AK812_SmicGene41645,,
SymbC1.scaffold3301.1,AK812_SmicGene41654,,
SymbC1.scaffold342.4,AK812_SmicGene4195,,
SymbC1.scaffold2401.2,AK812_SmicGene42205,,
SymbC1.scaffold6195.1,AK812_SmicGene42282,,
SymbC1.scaffold9478.2,AK812_SmicGene42478,,
SymbC1.scaffold4455.1,AK812_SmicGene42885,,
SymbC1.scaffold1358.5,AK812_SmicGene434,,
SymbC1.scaffold1249.4,AK812_SmicGene43415,,
SymbC1.scaffold1249.5,AK812_SmicGene43415,,
SymbC1.scaffold1737.4,AK812_SmicGene43432,,
SymbC1.scaffold1552.1,AK812_SmicGene43485,,
SymbC1.scaffold6282.1,AK812_SmicGene43656,,
SymbC1.scaffold752.10,AK812_SmicGene44292,,
SymbC1.scaffold3794.2,AK812_SmicGene4925,,
SymbC1.scaffold3940.6,AK812_SmicGene494,,
SymbC1.scaffold10322.2,AK812_SmicGene5213,,
SymbC1.scaffold232.3,AK812_SmicGene5452,,
SymbC1.scaffold3439.1,AK812_SmicGene5663,,
SymbC1.scaffold1411.3,AK812_SmicGene5851,,
SymbC1.scaffold2188.4,AK812_SmicGene5851,,
SymbC1.scaffold91.9,AK812_SmicGene5925,,
SymbC1.scaffold2436.10,AK812_SmicGene5978,,
SymbC1.scaffold11052.1,AK812_SmicGene617,,
SymbC1.scaffold1521.4,AK812_SmicGene6745,,
SymbC1.scaffold6620.1,AK812_SmicGene6889,,
SymbC1.scaffold4068.4,AK812_SmicGene7068,,
SymbC1.scaffold744.2,AK812_SmicGene7686,,
SymbC1.scaffold3901.5,AK812_SmicGene7786,,
SymbC1.scaffold2094.3,AK812_SmicGene7918,,
SymbC1.scaffold2952.5,AK812_SmicGene8098,,
SymbC1.scaffold10894.2,AK812_SmicGene845,,
SymbC1.scaffold623.9,AK812_SmicGene8477,,
SymbC1.scaffold2439.3,AK812_SmicGene8686,,
SymbC1.scaffold932.7,AK812_SmicGene8970,,
SymbC1.scaffold406.1,AK812_SmicGene9044,,
SymbC1.scaffold1465.4,AK812_SmicGene916,,
SymbC1.scaffold840.1,AKHSDH1,,
SymbC1.scaffold1955.1,AKHSDH2,,
SymbC1.scaffold1447.5,AKR1,,
SymbC1.scaffold6869.1,AKR1,,
SymbC1.scaffold9169.1,akr1,,
SymbC1.scaffold664.3,akr1a1b,,
SymbC1.scaffold18299.1,AKR2A,,
SymbC1.scaffold11808.1,AKR2B,,
SymbC1.scaffold431.2,AKR4C9,,
SymbC1.scaffold84.10,AKT1,,
SymbC1.scaffold10827.1,AKT5,,
SymbC1.scaffold3488.1,AL1,,
SymbC1.scaffold2072.5,ALA3,,
SymbC1.scaffold352.3,ALA7,,
SymbC1.scaffold251.5,alaS,,
SymbC1.scaffold5299.2,alaS,,
SymbC1.scaffold415.2,ALATS,,
SymbC1.scaffold1658.2,ald,,
SymbC1.scaffold1923.1,Aldh3a1,,
SymbC1.scaffold1923.2,Aldh3a1,,
SymbC1.scaffold4035.4,ALDH3A1,,
SymbC1.scaffold8181.1,ALDH6A1,,
SymbC1.scaffold10902.3,ALDH8A1,,
SymbC1.scaffold6582.2,ALDOB,,
SymbC1.scaffold1965.1,ALG11,,
SymbC1.scaffold2151.3,ALG11,,
SymbC1.scaffold2343.1,ALG11,,
SymbC1.scaffold2416.2,alg13,,
SymbC1.scaffold1707.4,ALKBH3,,
SymbC1.scaffold3705.5,ALKBH3,,
SymbC1.scaffold3705.6,Alkbh3,,
SymbC1.scaffold5722.2,Alkbh3,,
SymbC1.scaffold92.10,Alkbh3,,
SymbC1.scaffold1445.1,alkK,,
SymbC1.scaffold776.5,ALMA1,,
SymbC1.scaffold1817.7,ALMA6,,
SymbC1.scaffold2066.4,ALP1,,
SymbC1.scaffold1693.2,alr2987,,
SymbC1.scaffold3777.4,alr3912,,
SymbC1.scaffold7676.1,ALTA7,,
SymbC1.scaffold3123.2,Amacr,,
SymbC1.scaffold3123.3,Amacr,,
SymbC1.scaffold5399.1,AMC9,,
SymbC1.scaffold4319.2,ampD,,
SymbC1.scaffold1987.4,Ampd2,,
SymbC1.scaffold3067.2,amt-1,,
SymbC1.scaffold3452.1,amt-3,,
SymbC1.scaffold5296.1,amt-3,,
SymbC1.scaffold954.4,amt-3,,
SymbC1.scaffold954.5,amt-3,,
SymbC1.scaffold1524.1,AMT1-1,,
SymbC1.scaffold7899.1,AMT1-1,,
SymbC1.scaffold8747.1,AMT1-2,,
SymbC1.scaffold8747.3,AMT1-2,,
SymbC1.scaffold5904.1,AMT1-3,,
SymbC1.scaffold6396.1,amtB,,
SymbC1.scaffold1267.1,amy,,
SymbC1.scaffold3598.3,amy,,
SymbC1.scaffold515.3,amy,,
SymbC1.scaffold852.1,AMY1,,
SymbC1.scaffold3991.2,AMY1.1,,
SymbC1.scaffold879.4,AMY1.1,,
SymbC1.scaffold2475.1,AMY1.2,,
SymbC1.scaffold5475.4,AMY1.6,,
SymbC1.scaffold6242.4,AMY1.6,,
SymbC1.scaffold901.2,amyB,,
SymbC1.scaffold1782.1,Amyrel,,
SymbC1.scaffold1030.3,Amz1,,
SymbC1.scaffold6133.1,AMZ2,,
SymbC1.scaffold10403.1,AN1805,,
SymbC1.scaffold8984.1,angel,,
SymbC1.scaffold10271.4,Ank1,,
SymbC1.scaffold1461.1,ANK1,,
SymbC1.scaffold1836.3,ANK1,,
SymbC1.scaffold210.12,ANK1,,
SymbC1.scaffold3863.3,ANK1,,
SymbC1.scaffold446.4,ANK1,,
SymbC1.scaffold4967.1,ANK1,,
SymbC1.scaffold5430.1,ANK1,,
SymbC1.scaffold6451.1,Ank1,,
SymbC1.scaffold727.3,Ank1,,
SymbC1.scaffold809.12,ANK1,,
SymbC1.scaffold9019.1,ANK1,,
SymbC1.scaffold11194.1,ANK2,,
SymbC1.scaffold1339.1,ANK2,,
SymbC1.scaffold1531.1,ANK2,,
SymbC1.scaffold1959.1,ANK2,,
SymbC1.scaffold2037.4,Ank2,,
SymbC1.scaffold2499.3,Ank2,,
SymbC1.scaffold3483.3,ANK2,,
SymbC1.scaffold4113.1,ANK2,,
SymbC1.scaffold457.2,ANK2,,
SymbC1.scaffold541.6,ANK2,,
SymbC1.scaffold6332.3,ANK2,,
SymbC1.scaffold662.3,ANK2,,
SymbC1.scaffold1150.3,ANK3,,
SymbC1.scaffold1828.4,Ank3,,
SymbC1.scaffold2192.4,ANK3,,
SymbC1.scaffold229.5,ANK3,,
SymbC1.scaffold279.9,Ank3,,
SymbC1.scaffold3174.2,ANK3,,
SymbC1.scaffold3370.1,ANK3,,
SymbC1.scaffold356.21,ANK3,,
SymbC1.scaffold405.7,ANK3,,
SymbC1.scaffold4759.4,Ank3,,
SymbC1.scaffold5572.2,ANK3,,
SymbC1.scaffold5600.3,Ank3,,
SymbC1.scaffold629.7,ANK3,,
SymbC1.scaffold75.6,ANK3,,
SymbC1.scaffold8370.1,ANK3,,
SymbC1.scaffold872.1,Ank3,,
SymbC1.scaffold877.4,Ank3,,
SymbC1.scaffold6357.3,ANKHD1,,
SymbC1.scaffold1262.11,ANKK1,,
SymbC1.scaffold4910.4,ANKK1,,
SymbC1.scaffold578.8,Ankk1,,
SymbC1.scaffold588.10,ANKK1,,
SymbC1.scaffold2597.4,ankrd1,,
SymbC1.scaffold555.11,ANKRD1,,
SymbC1.scaffold6821.2,ANKRD1,,
SymbC1.scaffold955.9,ANKRD11,,
SymbC1.scaffold1857.1,Ankrd13c,,
SymbC1.scaffold153.13,ANKRD17,,
SymbC1.scaffold2144.2,ANKRD17,,
SymbC1.scaffold2240.7,ANKRD17,,
SymbC1.scaffold4088.4,Ankrd17,,
SymbC1.scaffold417.4,ANKRD17,,
SymbC1.scaffold4652.2,Ankrd17,,
SymbC1.scaffold499.1,ANKRD17,,
SymbC1.scaffold5512.2,ANKRD28,,
SymbC1.scaffold1177.1,ANKRD37,,
SymbC1.scaffold2317.7,ANKRD46,,
SymbC1.scaffold10552.4,ANKRD50,,
SymbC1.scaffold11295.2,ANKRD50,,
SymbC1.scaffold1846.8,ANKRD50,,
SymbC1.scaffold2373.4,ANKRD50,,
SymbC1.scaffold2373.6,ANKRD50,,
SymbC1.scaffold2385.2,ANKRD50,,
SymbC1.scaffold383.2,ANKRD50,,
SymbC1.scaffold4316.3,ANKRD50,,
SymbC1.scaffold4981.2,ANKRD50,,
SymbC1.scaffold5243.1,ANKRD50,,
SymbC1.scaffold663.3,ANKRD50,,
SymbC1.scaffold7575.5,ANKRD50,,
SymbC1.scaffold865.4,ANKRD50,,
SymbC1.scaffold8973.1,ANKRD50,,
SymbC1.scaffold25313.1,ankrd52,,
SymbC1.scaffold4613.2,ankrd52,,
SymbC1.scaffold5667.5,ankrd52,,
SymbC1.scaffold1172.8,ankrd54,,
SymbC1.scaffold2225.6,Ankrd54,,
SymbC1.scaffold1690.4,ANKS1A,,
SymbC1.scaffold2717.1,ANKS1A,,
SymbC1.scaffold10410.2,Ano10,,
SymbC1.scaffold3114.8,ANO5,,
SymbC1.scaffold115.5,ANO9,,
SymbC1.scaffold2072.3,ANP2,,
SymbC1.scaffold66.22,ANP2,,
SymbC1.scaffold8847.1,ANP2,,
SymbC1.scaffold11483.1,ANS,,
SymbC1.scaffold2460.4,ANT1,,
SymbC1.scaffold4363.5,ANX2,,
SymbC1.scaffold14502.1,ANXA4,,
SymbC1.scaffold1295.8,AOX1,,
SymbC1.scaffold9443.5,AOX1A,,
SymbC1.scaffold4726.3,ap1b1,,
SymbC1.scaffold1655.2,ap1g1,,
SymbC1.scaffold2911.1,ap1g1,,
SymbC1.scaffold687.6,Ap1g1,,
SymbC1.scaffold12057.1,AP1M1,,
SymbC1.scaffold2516.1,AP4M,,
SymbC1.scaffold3862.1,apdG,,
SymbC1.scaffold5907.1,apdG,,
SymbC1.scaffold1728.2,apf9,,
SymbC1.scaffold9709.2,aprA,,
SymbC1.scaffold4404.7,APUM3,,
SymbC1.scaffold1130.2,APUM5,,
SymbC1.scaffold6228.1,APUM5,,
SymbC1.scaffold699.1,APUM5,,
SymbC1.scaffold6587.1,APUM6,,
SymbC1.scaffold731.7,APX1,,
SymbC1.scaffold267.2,APX3,,
SymbC1.scaffold1896.3,APX5,,
SymbC1.scaffold4150.3,APX8,,
SymbC1.scaffold590.6,APY,,
SymbC1.scaffold3090.6,AQP1,,
SymbC1.scaffold10508.1,AQP5,,
SymbC1.scaffold2248.3,AQP5,,
SymbC1.scaffold2500.1,Aqp5,,
SymbC1.scaffold6437.1,AQPA,,
SymbC1.scaffold1494.1,aqpB,,
SymbC1.scaffold1095.4,Aqr,,
SymbC1.scaffold1095.5,AQR,,
SymbC1.scaffold4659.1,aquIMA,,
SymbC1.scaffold4537.1,ARB_01444,,
